label,text
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
FAKE,A viral Whatsapp message - stating that the London School of Economics (LSE) canceled their plans to confer an honorary degree on PM Narendra Modi - is false. These messages viral on various social me
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
FAKE,"A new study conducted with 3140 Irish participants demonstrates the ease with which fabricated stories can be planted around real-world events by using sophisticated technology.  GIllian Murphy, lectu"
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
FAKE,An old photo showing a fleet of buses along a winding road is being shared with the false claim that it shows buses at the Uttar Pradesh border arranged by Congress leader Priyanka Gandhi Vadra to fer
FAKE,"Social media posts suggesting that the US, Canadian and the Japanese economy have contracted more than the Indian economy are false. These posts are comparing these economies' annualised contraction t"
FAKE,A message claiming that the Reserve Bank Of India (RBI) has cancelled the leaves of its officers and is gearing up to make a big announcement is false with the central bank itself rubbishing the messa
FAKE,"Claim  ""The central gov't has taken custody of all masjids and it's seizures in Kashmir.""  Fact  The images are from 2016 when Gujarat police busted an illegal weapons racket operating out of a hotel "
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"A viral message claiming 52 WhatsApp group admins were detained by Mumbai Police's cyber crime cell in Dadar for allowing misleading messages about Coronavirus on their groups, is false.  BOOM spoke t"
FAKE,A set of four images of violence over reported land dispute in Pakistan has resurfaced and is being falsely linked to the communal clashes that hit Telinipara in West Bengal earlier this week. The set
FAKE,"A graphic photo of a human skeleton found inside a pastor's house in Nigeria has resurfaced with claims that it is the mortal remains of Asha Sahani, whose death came to light almost after a year she "
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,Old photographs of cricketer Mahendra Singh Dhoni and actor Sanjay Dutt meeting Amit Shah and Yogi Adityanath respectively as part of the Sampark For Samarthan campaign have resurfaced with false clai
FAKE,Our website is made possible by displaying online advertisements to our visitors.  Please consider supporting us by disabling your ad blocker. Please reload after ad blocker is disabled.
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
FAKE,"Ankit Lal, social media and information technology strategist for the Aam Aadmi Party (AAP) tweeted on Saturday a video of Amit Shah's speech in Delhi with a misleading claim that the Bharatiya Janata"
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
FAKE,"The Times Of India took to Twitter on Friday to clarify that an image purporting to show one of its articles with an embarrassing typo, was in fact photoshopped.  The newspaper said all its editions c"
FAKE,"A video on Twitter purporting to show that Prime Minister Narendra Modi said, ""We are not ready to accept that Hinduism is a religion"" is edited and taken out of context. The same edited video also sh"
FAKE,"A 2018 video of a group of skydivers jumping out of a helicopter for a formation jump is being peddled with a false Coronavirus spin, with posts claiming dead bodies of COVID-19 positive patients are "
FAKE,Several gruesome photos of badly charred animals are doing the round on social media claiming that they are from Karnataka's Bandipur Tiger Reserve in Chamarajanagar district where a major fire has en
FAKE,A video of a man gasping for breath while lying on a stretcher has gone viral with claims calling him a COVID-19 patient fighting for his life in a hospital in India. The video is viral with two diffe
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
REAL,"Ahead of crucial FATF meet, Pakistan continues to treat 21 dreaded terrorists as VIPs  ISLAMABAD: In a big revelation exposing the double standards of Pakistan, the country, despite the Financial Acti"
FAKE,A photograph of a female protester at Shaheen Bagh is being shared with a false claim that journalist Ravish Kumar disguised himself as a woman to protest.  The image was shared on Twitter with the ca
FAKE,"A WhatsApp message warning people not to open a video file called ''Argentina is Doing it'' as it will hack their phone in 10 seconds is a hoax. In order to lend credibility to the message, the WhatsA"
FAKE,"A disturbing video from Pakistan showing a woman ruthlessly thrashed by lawyers, is being shared on Indian social media with a fake claim that the woman is a Hindu and was attacked for her religion.  "
FAKE,A set of two unrelated photographs is being widely shared on social media with claims that a Hindu woman was attacked by Rashtriya Swayam Sevak (RSS) members for preparing Sehri for a Muslim girl.  On
FAKE,Author Taslima Nasreen performed a miracle of sorts turning water into booze when she tweeted a poorly photoshopped image on Thursday.  The Bangladeshi author who has been living in India in exile sin
FAKE,"A picture of a woman and a little girl dressed in Indian attire has gone viral on Twitter. However, the story accompanying the photo and the account which tweeted it are fake.  A Twitter account named"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
FAKE,"A video of Aam Aadmi Party (AAP) leader Amanatullah Khan saying 'Hum zariya banenge' is being shared with false claims that he promised to bring in 'Sharia' law in Delhi. BOOM found that Khan, MLA for"
REAL,PANAJI: The Covid-19 pandemic has changed the way Goans shop for cars with more and more people asking automobile dealerships to bring the car home for a test drive. While automobile dealers are not s
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
FAKE,"An image purporting to be a graphic by Zee News claiming India's Home Ministry has signalled the country could be heading toward a complete lockdown from June 15, 2020, is fake and poorly photoshopped"
FAKE,"Several mainstream news outlets such as the Times of India, Hindustan Times and ABP News fell for a fake Twitter account impersonating actress Rhea Chakraborty's father Indrajit Chakraborty to falsely"
FAKE,"Mahua Moitra, a newly elected MP from Bengal, has come under criticism after being accused of plagiarising her fiery maiden speech at the Parliament last week by Zee News anchor Sudhir Chaudhary.  Upo"
FAKE,"Here's this week's round-up of the News You Almost Believed.  The Economic Times, India's largest business newspaper, published a tweet from a parody handle on Warren Buffett as the TWEET of the day i"
FAKE,A newspaper clip claiming actor Shah Rukh Khan's Canadian citizenship application was rejected is fake. The clip has been generated from an online newspaper clipping generator which has been used in t
FAKE,(Screenshot of Siasat's article that was deleted)  Hyderabad based Urdu newspaper The Siasat Daily ran a fake story on its website about the Bharatiya Janata Party (BJP) being voted the fourth most co
REAL,"MUZAFFARNAGAR: At least four brick kiln workers were killed and 30 others injured when a speeding truck hit their DCM vehicle on the Gangoh-Titro road in Saharanpur district, police said on Sunday. Th"
FAKE,"Two photos, one of a woman with a bloated belly and other of a man with 17 babies surrounding him is viral with a alse claim that a woman gave birth to 17 children at once.  A Facebook user named 'Sub"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
REAL,"Read Also  Read Also  Former Bigg Boss contestant Vikas Gupta , who has been a regular face in the reality TV show , was supposed to be a part of Bigg Boss 14 too. But according to our sources, Vikas "
